#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306936:6405,640:640,11/22/17 01:24:57,STABLE BEAMS,6500,17454.430,17026.656,2.5,HFET
306936:6405,641:641,11/22/17 01:25:21,STABLE BEAMS,6500,17431.537,17003.522,2.5,HFET
306936:6405,642:642,11/22/17 01:25:44,STABLE BEAMS,6500,17424.818,16998.278,2.5,HFET
306936:6405,643:643,11/22/17 01:26:07,STABLE BEAMS,6500,17393.167,16968.908,2.5,HFET
306936:6405,644:644,11/22/17 01:26:30,STABLE BEAMS,6500,17394.410,16969.580,2.5,HFET
306936:6405,645:645,11/22/17 01:26:54,STABLE BEAMS,6500,17376.876,16956.603,2.5,HFET
306936:6405,646:646,11/22/17 01:27:17,STABLE BEAMS,6500,17266.646,16607.872,2.4,HFET
306936:6405,647:647,11/22/17 01:27:40,STABLE BEAMS,6500,17351.524,16927.850,2.5,HFET
306936:6405,648:648,11/22/17 01:28:04,STABLE BEAMS,6500,17574.542,17138.444,2.5,HFET
306936:6405,649:649,11/22/17 01:28:27,STABLE BEAMS,6500,17464.790,17034.311,2.5,HFET
306936:6405,650:650,11/22/17 01:28:50,STABLE BEAMS,6500,17394.697,16966.709,2.5,HFET
306936:6405,651:651,11/22/17 01:29:14,STABLE BEAMS,6500,17297.090,16869.809,2.4,HFET
306936:6405,652:652,11/22/17 01:29:37,STABLE BEAMS,6500,17360.142,16937.046,2.5,HFET
306936:6405,653:653,11/22/17 01:30:00,STABLE BEAMS,6500,17627.662,17188.370,2.5,HFET
306936:6405,654:654,11/22/17 01:30:24,STABLE BEAMS,6500,17518.229,17095.956,2.5,HFET
306936:6405,655:655,11/22/17 01:30:47,STABLE BEAMS,6500,17384.578,16977.679,2.5,HFET
306936:6405,656:656,11/22/17 01:31:10,STABLE BEAMS,6500,17330.070,16924.200,2.5,HFET
306936:6405,657:657,11/22/17 01:31:33,STABLE BEAMS,6500,17503.403,17090.431,2.5,HFET
306936:6405,658:658,11/22/17 01:31:57,STABLE BEAMS,6500,17308.318,16902.799,2.4,HFET
306936:6405,659:659,11/22/17 01:32:20,STABLE BEAMS,6500,17658.998,17238.491,2.5,HFET
306936:6405,660:660,11/22/17 01:32:43,STABLE BEAMS,6500,17721.334,17300.781,2.5,HFET
306936:6405,661:661,11/22/17 01:33:07,STABLE BEAMS,6500,17775.076,17350.143,2.5,HFET
306936:6405,662:662,11/22/17 01:33:30,STABLE BEAMS,6500,18024.513,17587.674,2.5,HFET
306936:6405,663:663,11/22/17 01:33:53,STABLE BEAMS,6500,17813.924,17385.683,2.5,HFET
306936:6405,664:664,11/22/17 01:34:17,STABLE BEAMS,6500,17629.667,17206.555,2.5,HFET
306936:6405,665:665,11/22/17 01:34:40,STABLE BEAMS,6500,17629.469,16965.590,2.5,HFET
306936:6405,666:666,11/22/17 01:35:03,STABLE BEAMS,6500,17783.053,17356.683,2.5,HFET
306936:6405,667:667,11/22/17 01:35:27,STABLE BEAMS,6500,18038.108,17600.537,2.6,HFET
306936:6405,668:668,11/22/17 01:35:50,STABLE BEAMS,6500,17810.782,17384.067,2.5,HFET
306936:6405,669:669,11/22/17 01:36:13,STABLE BEAMS,6500,17810.218,17383.040,2.5,HFET
306936:6405,670:670,11/22/17 01:36:37,STABLE BEAMS,6500,17742.777,17317.440,2.5,HFET
306936:6405,671:671,11/22/17 01:37:00,STABLE BEAMS,6500,17734.794,17313.463,2.5,HFET
306936:6405,672:672,11/22/17 01:37:23,STABLE BEAMS,6500,17787.173,17362.391,2.5,HFET
306936:6405,673:673,11/22/17 01:37:47,STABLE BEAMS,6500,17664.874,17241.266,2.5,HFET
306936:6405,674:674,11/22/17 01:38:10,STABLE BEAMS,6500,17526.202,17112.183,2.5,HFET
306936:6405,675:675,11/22/17 01:38:33,STABLE BEAMS,6500,17566.881,17149.306,2.5,HFET
306936:6405,676:676,11/22/17 01:38:56,STABLE BEAMS,6500,17324.650,16918.206,2.5,HFET
306936:6405,677:677,11/22/17 01:39:20,STABLE BEAMS,6500,17478.546,17063.893,2.5,HFET
306936:6405,678:678,11/22/17 01:39:43,STABLE BEAMS,6500,17073.119,16676.884,2.4,HFET
306936:6405,679:679,11/22/17 01:40:06,STABLE BEAMS,6500,17308.458,16901.797,2.4,HFET
306936:6405,680:680,11/22/17 01:40:30,STABLE BEAMS,6500,17445.770,17033.514,2.5,HFET
306936:6405,681:681,11/22/17 01:40:53,STABLE BEAMS,6500,17577.013,17159.970,2.5,HFET
306936:6405,682:682,11/22/17 01:41:16,STABLE BEAMS,6500,17602.346,17184.100,2.5,HFET
306936:6405,683:683,11/22/17 01:41:40,STABLE BEAMS,6500,17282.495,16854.968,2.4,HFET
306936:6405,684:684,11/22/17 01:42:03,STABLE BEAMS,6500,17662.104,17242.703,2.5,HFET
306936:6405,685:685,11/22/17 01:42:26,STABLE BEAMS,6500,17781.669,17354.995,2.5,HFET
306936:6405,686:686,11/22/17 01:42:50,STABLE BEAMS,6500,17768.603,17342.811,2.5,HFET
306936:6405,687:687,11/22/17 01:43:13,STABLE BEAMS,6500,17734.758,17311.066,2.5,HFET
306936:6405,688:688,11/22/17 01:43:36,STABLE BEAMS,6500,17447.914,17035.280,2.5,HFET
306936:6405,689:689,11/22/17 01:43:59,STABLE BEAMS,6500,17452.609,17038.070,2.5,HFET
306936:6405,690:690,11/22/17 01:44:23,STABLE BEAMS,6500,17561.847,17142.666,2.5,HFET
306936:6405,691:691,11/22/17 01:44:46,STABLE BEAMS,6500,17569.100,17151.798,2.5,HFET
306936:6405,692:692,11/22/17 01:45:09,STABLE BEAMS,6500,17483.728,17070.491,2.5,HFET
306936:6405,693:693,11/22/17 01:45:33,STABLE BEAMS,6500,17671.165,17251.555,2.5,HFET
306936:6405,694:694,11/22/17 01:45:56,STABLE BEAMS,6500,16698.544,16318.085,2.4,HFET
306936:6405,695:695,11/22/17 01:46:19,STABLE BEAMS,6500,17350.946,16943.873,2.5,HFET
306936:6405,696:696,11/22/17 01:46:43,STABLE BEAMS,6500,17470.589,17041.896,2.5,HFET
306936:6405,697:697,11/22/17 01:47:06,STABLE BEAMS,6500,17481.832,17049.605,2.5,HFET
306936:6405,698:698,11/22/17 01:47:29,STABLE BEAMS,6500,17567.383,16395.740,2.5,HFET
306936:6405,699:699,11/22/17 01:47:53,STABLE BEAMS,6500,17597.951,17160.147,2.5,HFET
306936:6405,700:700,11/22/17 01:48:16,STABLE BEAMS,6500,17719.046,17274.474,2.5,HFET
306936:6405,701:701,11/22/17 01:48:39,STABLE BEAMS,6500,17816.479,17370.143,2.5,HFET
306936:6405,702:702,11/22/17 01:49:03,STABLE BEAMS,6500,17703.352,17260.953,2.5,HFET
306936:6405,703:703,11/22/17 01:49:26,STABLE BEAMS,6500,17815.687,17364.698,2.5,HFET
306936:6405,704:704,11/22/17 01:49:49,STABLE BEAMS,6500,17854.430,17407.406,2.5,HFET
306936:6405,705:705,11/22/17 01:50:12,STABLE BEAMS,6500,17736.558,17293.211,2.5,HFET
306936:6405,706:706,11/22/17 01:50:36,STABLE BEAMS,6500,17527.552,17092.097,2.5,HFET
306936:6405,707:707,11/22/17 01:50:59,STABLE BEAMS,6500,17628.681,17195.252,2.5,HFET
306936:6405,708:708,11/22/17 01:51:22,STABLE BEAMS,6500,17511.315,17089.533,2.5,HFET
306936:6405,709:709,11/22/17 01:51:46,STABLE BEAMS,6500,17788.666,17343.194,2.5,HFET
306936:6405,710:710,11/22/17 01:52:09,STABLE BEAMS,6500,17772.173,17326.016,2.5,HFET
306936:6405,711:711,11/22/17 01:52:32,STABLE BEAMS,6500,17403.512,16978.041,2.5,HFET
306936:6405,712:712,11/22/17 01:52:56,STABLE BEAMS,6500,17395.580,16966.993,2.5,HFET
306936:6405,713:713,11/22/17 01:53:19,STABLE BEAMS,6500,17204.491,16785.259,2.4,HFET
306936:6405,714:714,11/22/17 01:53:42,STABLE BEAMS,6500,17432.136,17003.371,2.5,HFET
306936:6405,715:715,11/22/17 01:54:06,STABLE BEAMS,6500,17424.432,16998.929,2.5,HFET
306936:6405,716:716,11/22/17 01:54:29,STABLE BEAMS,6500,17249.714,16826.288,2.4,HFET
306936:6405,717:717,11/22/17 01:54:52,STABLE BEAMS,6500,17310.687,16889.493,2.4,HFET
306936:6405,718:718,11/22/17 01:55:15,STABLE BEAMS,6500,17521.770,17089.606,2.5,HFET
306936:6405,719:719,11/22/17 01:55:39,STABLE BEAMS,6500,17487.305,16810.062,2.5,HFET
306936:6405,720:720,11/22/17 01:56:02,STABLE BEAMS,6500,17159.217,16744.989,2.4,HFET
306936:6405,721:721,11/22/17 01:56:25,STABLE BEAMS,6500,17244.879,16823.860,2.4,HFET
306936:6405,722:722,11/22/17 01:56:49,STABLE BEAMS,6500,17421.090,16990.876,2.5,HFET
306936:6405,723:723,11/22/17 01:57:12,STABLE BEAMS,6500,17492.887,17058.976,2.5,HFET
306936:6405,724:724,11/22/17 01:57:35,STABLE BEAMS,6500,17310.576,16885.580,2.4,HFET
306936:6405,725:725,11/22/17 01:57:59,STABLE BEAMS,6500,17307.317,16883.593,2.4,HFET
306936:6405,726:726,11/22/17 01:58:22,STABLE BEAMS,6500,17175.699,16756.304,2.4,HFET
306936:6405,727:727,11/22/17 01:58:45,STABLE BEAMS,6500,17285.604,16866.389,2.4,HFET
306936:6405,728:728,11/22/17 01:59:09,STABLE BEAMS,6500,17328.503,16894.115,2.5,HFET
306936:6405,729:729,11/22/17 01:59:32,STABLE BEAMS,6500,17264.590,16861.122,2.4,HFET
306936:6405,730:730,11/22/17 01:59:55,STABLE BEAMS,6500,18434.707,17981.151,2.6,HFET
306936:6405,731:731,11/22/17 02:00:19,STABLE BEAMS,6500,18622.678,18156.816,2.6,HFET
306936:6405,732:732,11/22/17 02:00:42,STABLE BEAMS,6500,18276.873,17824.988,2.6,HFET
306936:6405,733:733,11/22/17 02:01:05,STABLE BEAMS,6500,17894.307,17461.960,2.5,HFET
306936:6405,734:734,11/22/17 02:01:28,STABLE BEAMS,6500,17598.251,17171.798,2.5,HFET
306936:6405,735:735,11/22/17 02:01:52,STABLE BEAMS,6500,17678.713,17257.758,2.5,HFET
306936:6405,736:736,11/22/17 02:02:15,STABLE BEAMS,6500,17835.622,17405.832,2.5,HFET
306936:6405,737:737,11/22/17 02:02:38,STABLE BEAMS,6500,17942.145,17508.732,2.5,HFET
306936:6405,738:738,11/22/17 02:03:02,STABLE BEAMS,6500,17861.243,17413.139,2.5,HFET
306936:6405,739:739,11/22/17 02:03:25,STABLE BEAMS,6500,17559.848,17126.491,2.5,HFET
306936:6405,740:740,11/22/17 02:03:48,STABLE BEAMS,6500,17678.350,17236.207,2.5,HFET
306936:6405,741:741,11/22/17 02:04:12,STABLE BEAMS,6500,17760.519,17312.755,2.5,HFET
306936:6405,742:742,11/22/17 02:04:35,STABLE BEAMS,6500,17905.418,17453.378,2.5,HFET
306936:6405,743:743,11/22/17 02:04:58,STABLE BEAMS,6500,17786.032,17335.275,2.5,HFET
306936:6405,744:744,11/22/17 02:05:22,STABLE BEAMS,6500,17551.445,17116.668,2.5,HFET
306936:6405,745:745,11/22/17 02:05:45,STABLE BEAMS,6500,17493.611,17063.316,2.5,HFET
306936:6405,746:746,11/22/17 02:06:08,STABLE BEAMS,6500,18044.756,17583.147,2.6,HFET
306936:6405,747:747,11/22/17 02:06:31,STABLE BEAMS,6500,17561.557,17124.858,2.5,HFET
306936:6405,748:748,11/22/17 02:06:55,STABLE BEAMS,6500,17288.852,16860.794,2.4,HFET
306936:6405,749:749,11/22/17 02:07:18,STABLE BEAMS,6500,17163.177,16755.739,2.4,HFET
306936:6405,750:750,11/22/17 02:07:41,STABLE BEAMS,6500,17527.857,17097.730,2.5,HFET
306936:6405,751:751,11/22/17 02:08:05,STABLE BEAMS,6500,17697.287,17248.395,2.5,HFET
306936:6405,752:752,11/22/17 02:08:28,STABLE BEAMS,6500,17789.826,17341.321,2.5,HFET
306936:6405,753:753,11/22/17 02:08:51,STABLE BEAMS,6500,17753.020,17307.791,2.5,HFET
306936:6405,754:754,11/22/17 02:09:15,STABLE BEAMS,6500,17631.160,17191.490,2.5,HFET
306936:6405,755:755,11/22/17 02:09:38,STABLE BEAMS,6500,17904.585,17450.707,2.5,HFET
306936:6405,756:756,11/22/17 02:10:01,STABLE BEAMS,6500,17889.083,17437.112,2.5,HFET
306936:6405,757:757,11/22/17 02:10:25,STABLE BEAMS,6500,17818.539,17368.053,2.5,HFET
306936:6405,758:758,11/22/17 02:10:48,STABLE BEAMS,6500,17725.191,17281.597,2.5,HFET
306936:6405,759:759,11/22/17 02:11:11,STABLE BEAMS,6500,17858.336,17137.675,2.5,HFET
306936:6405,760:760,11/22/17 02:11:35,STABLE BEAMS,6500,17952.519,17497.340,2.5,HFET
306936:6405,761:761,11/22/17 02:11:58,STABLE BEAMS,6500,17805.368,17361.683,2.5,HFET
306936:6405,762:762,11/22/17 02:12:21,STABLE BEAMS,6500,17752.973,17306.824,2.5,HFET
306936:6405,763:763,11/22/17 02:12:44,STABLE BEAMS,6500,17976.845,17518.280,2.5,HFET
306936:6405,764:764,11/22/17 02:13:08,STABLE BEAMS,6500,17563.305,17127.252,2.5,HFET
306936:6405,765:765,11/22/17 02:13:31,STABLE BEAMS,6500,17536.553,17101.761,2.5,HFET
306936:6405,766:766,11/22/17 02:13:54,STABLE BEAMS,6500,17564.980,17125.634,2.5,HFET
306936:6405,767:767,11/22/17 02:14:18,STABLE BEAMS,6500,17354.667,16927.464,2.5,HFET
306936:6405,768:768,11/22/17 02:14:41,STABLE BEAMS,6500,17509.050,17072.888,2.5,HFET
306936:6405,769:769,11/22/17 02:15:04,STABLE BEAMS,6500,17548.113,16871.714,2.5,HFET
306936:6405,770:770,11/22/17 02:15:28,STABLE BEAMS,6500,17683.094,17259.942,2.5,HFET
306936:6405,771:771,11/22/17 02:15:51,STABLE BEAMS,6500,17703.440,17280.811,2.5,HFET
306936:6405,772:772,11/22/17 02:16:14,STABLE BEAMS,6500,17694.488,17270.422,2.5,HFET
306936:6405,773:773,11/22/17 02:16:38,STABLE BEAMS,6500,17906.224,17474.119,2.5,HFET
306936:6405,774:774,11/22/17 02:17:01,STABLE BEAMS,6500,17984.395,17551.115,2.5,HFET
306936:6405,775:775,11/22/17 02:17:24,STABLE BEAMS,6500,17589.966,16682.485,2.5,HFET
306936:6405,776:776,11/22/17 02:17:48,STABLE BEAMS,6500,17524.458,16864.758,2.5,HFET
306936:6405,777:777,11/22/17 02:18:11,STABLE BEAMS,6500,17752.024,17327.060,2.5,HFET
306936:6405,778:778,11/22/17 02:18:34,STABLE BEAMS,6500,17585.724,17167.434,2.5,HFET
306936:6405,779:779,11/22/17 02:18:57,STABLE BEAMS,6500,17820.420,17390.350,2.5,HFET
306936:6405,780:780,11/22/17 02:19:21,STABLE BEAMS,6500,17736.329,17312.050,2.5,HFET
306936:6405,781:781,11/22/17 02:19:44,STABLE BEAMS,6500,17712.340,17286.505,2.5,HFET
306936:6405,782:782,11/22/17 02:20:07,STABLE BEAMS,6500,17594.146,17176.635,2.5,HFET
306936:6405,783:783,11/22/17 02:20:31,STABLE BEAMS,6500,17277.426,16873.292,2.4,HFET
306936:6405,784:784,11/22/17 02:20:54,STABLE BEAMS,6500,17285.596,16876.889,2.4,HFET
306936:6405,785:785,11/22/17 02:21:17,STABLE BEAMS,6500,17169.940,16770.318,2.4,HFET
306936:6405,786:786,11/22/17 02:21:41,STABLE BEAMS,6500,17381.135,16970.531,2.5,HFET
306936:6405,787:787,11/22/17 02:22:04,STABLE BEAMS,6500,17537.602,17123.666,2.5,HFET
306936:6405,788:788,11/22/17 02:22:27,STABLE BEAMS,6500,17519.467,17104.115,2.5,HFET
306936:6405,789:789,11/22/17 02:22:51,STABLE BEAMS,6500,17384.686,16731.420,2.5,HFET
306936:6405,790:790,11/22/17 02:23:14,STABLE BEAMS,6500,17025.565,16629.787,2.4,HFET
306936:6405,791:791,11/22/17 02:23:37,STABLE BEAMS,6500,17263.449,16856.715,2.4,HFET
306936:6405,792:792,11/22/17 02:24:00,STABLE BEAMS,6500,17710.234,17287.043,2.5,HFET
306936:6405,793:793,11/22/17 02:24:24,STABLE BEAMS,6500,17666.171,16998.756,2.5,HFET
306936:6405,794:794,11/22/17 02:24:47,STABLE BEAMS,6500,17531.165,17116.890,2.5,HFET
306936:6405,795:795,11/22/17 02:25:10,STABLE BEAMS,6500,17521.970,17108.205,2.5,HFET
306936:6405,796:796,11/22/17 02:25:34,STABLE BEAMS,6500,17374.074,16965.570,2.5,HFET
306936:6405,797:797,11/22/17 02:25:57,STABLE BEAMS,6500,17219.048,16818.626,2.4,HFET
306936:6405,798:798,11/22/17 02:26:20,STABLE BEAMS,6500,17254.581,16850.145,2.4,HFET
306936:6405,799:799,11/22/17 02:26:44,STABLE BEAMS,6500,17288.684,16883.776,2.4,HFET
306936:6405,800:800,11/22/17 02:27:07,STABLE BEAMS,6500,17318.489,16913.367,2.4,HFET
306936:6405,801:801,11/22/17 02:27:30,STABLE BEAMS,6500,17515.482,16835.501,2.5,HFET
306936:6405,802:802,11/22/17 02:27:54,STABLE BEAMS,6500,17604.117,17187.156,2.5,HFET
306936:6405,803:803,11/22/17 02:28:17,STABLE BEAMS,6500,17476.313,17060.927,2.5,HFET
306936:6405,804:804,11/22/17 02:28:40,STABLE BEAMS,6500,17375.636,16965.939,2.5,HFET
306936:6405,805:805,11/22/17 02:29:04,STABLE BEAMS,6500,17571.277,17154.852,2.5,HFET
306936:6405,806:806,11/22/17 02:29:27,STABLE BEAMS,6500,17785.229,17358.854,2.5,HFET
306936:6405,807:807,11/22/17 02:29:50,STABLE BEAMS,6500,17495.142,17080.786,2.5,HFET
306936:6405,808:808,11/22/17 02:30:13,STABLE BEAMS,6500,17749.417,17322.502,2.5,HFET
306936:6405,809:809,11/22/17 02:30:37,STABLE BEAMS,6500,17936.703,17502.085,2.5,HFET
306936:6405,810:810,11/22/17 02:31:00,STABLE BEAMS,6500,17684.963,17261.618,2.5,HFET
306936:6405,811:811,11/22/17 02:31:23,STABLE BEAMS,6500,17637.116,17211.067,2.5,HFET
306936:6405,812:812,11/22/17 02:31:47,STABLE BEAMS,6500,17562.432,17128.752,2.5,HFET
306936:6405,813:813,11/22/17 02:32:10,STABLE BEAMS,6500,17593.966,17153.539,2.5,HFET
306936:6405,814:814,11/22/17 02:32:33,STABLE BEAMS,6500,17585.219,17148.398,2.5,HFET
306936:6405,815:815,11/22/17 02:32:57,STABLE BEAMS,6500,17681.832,17237.031,2.5,HFET
306936:6405,816:816,11/22/17 02:33:20,STABLE BEAMS,6500,17761.815,17316.077,2.5,HFET
306936:6405,817:817,11/22/17 02:33:43,STABLE BEAMS,6500,17701.449,17254.989,2.5,HFET
306936:6405,818:818,11/22/17 02:34:07,STABLE BEAMS,6500,17575.356,17137.855,2.5,HFET
306936:6405,819:819,11/22/17 02:34:30,STABLE BEAMS,6500,17556.228,17121.277,2.5,HFET
306936:6405,820:820,11/22/17 02:34:53,STABLE BEAMS,6500,17688.972,10919.583,2.5,HFET
306936:6405,821:821,11/22/17 02:35:17,STABLE BEAMS,6500,17679.264,5453.992,2.5,HFET
306936:6405,822:822,11/22/17 02:35:40,STABLE BEAMS,6500,17533.818,17098.125,2.5,HFET
306936:6405,823:823,11/22/17 02:36:03,STABLE BEAMS,6500,17588.001,17147.659,2.5,HFET
306936:6405,824:824,11/22/17 02:36:26,STABLE BEAMS,6500,17522.016,17100.410,2.5,HFET
306936:6405,825:825,11/22/17 02:36:50,STABLE BEAMS,6500,17402.060,16975.728,2.5,HFET
306936:6405,826:826,11/22/17 02:37:13,STABLE BEAMS,6500,17701.799,17262.200,2.5,HFET
306936:6405,827:827,11/22/17 02:37:36,STABLE BEAMS,6500,17465.903,17037.511,2.5,HFET
306936:6405,828:828,11/22/17 02:38:00,STABLE BEAMS,6500,17251.302,16592.465,2.4,HFET
306936:6405,829:829,11/22/17 02:38:23,STABLE BEAMS,6500,17258.745,16840.354,2.4,HFET
306936:6405,830:830,11/22/17 02:38:46,STABLE BEAMS,6500,17412.909,16986.213,2.5,HFET
306936:6405,831:831,11/22/17 02:39:10,STABLE BEAMS,6500,17341.840,16917.947,2.5,HFET
306936:6405,832:832,11/22/17 02:39:33,STABLE BEAMS,6500,17147.018,16733.369,2.4,HFET
306936:6405,833:833,11/22/17 02:39:56,STABLE BEAMS,6500,17106.651,16697.612,2.4,HFET
306936:6405,834:834,11/22/17 02:40:20,STABLE BEAMS,6500,17376.736,16954.616,2.5,HFET
306936:6405,835:835,11/22/17 02:40:43,STABLE BEAMS,6500,17385.641,16959.708,2.5,HFET
306936:6405,836:836,11/22/17 02:41:06,STABLE BEAMS,6500,17319.567,16901.612,2.5,HFET
306936:6405,837:837,11/22/17 02:41:30,STABLE BEAMS,6500,17308.581,16888.061,2.4,HFET
306936:6405,838:838,11/22/17 02:41:53,STABLE BEAMS,6500,17338.363,16917.104,2.5,HFET
306936:6405,839:839,11/22/17 02:42:16,STABLE BEAMS,6500,17390.182,16964.556,2.5,HFET
306936:6405,840:840,11/22/17 02:42:39,STABLE BEAMS,6500,17354.304,16927.226,2.5,HFET
306936:6405,841:841,11/22/17 02:43:03,STABLE BEAMS,6500,17251.196,16831.164,2.4,HFET
306936:6405,842:842,11/22/17 02:43:26,STABLE BEAMS,6500,17088.751,16677.651,2.4,HFET
306936:6405,843:843,11/22/17 02:43:49,STABLE BEAMS,6500,17397.697,16971.540,2.5,HFET
306936:6405,844:844,11/22/17 02:44:13,STABLE BEAMS,6500,17699.998,17261.001,2.5,HFET
306936:6405,845:845,11/22/17 02:44:36,STABLE BEAMS,6500,17671.759,17247.790,2.5,HFET
306936:6405,846:846,11/22/17 02:44:59,STABLE BEAMS,6500,17519.906,17103.567,2.5,HFET
306936:6405,847:847,11/22/17 02:45:23,STABLE BEAMS,6500,17723.185,17299.416,2.5,HFET
306936:6405,848:848,11/22/17 02:45:46,STABLE BEAMS,6500,17919.301,17488.049,2.5,HFET
306936:6405,849:849,11/22/17 02:46:09,STABLE BEAMS,6500,17869.772,17435.683,2.5,HFET
306936:6405,850:850,11/22/17 02:46:32,STABLE BEAMS,6500,17742.143,17318.535,2.5,HFET
306936:6405,851:851,11/22/17 02:46:56,STABLE BEAMS,6500,17673.357,17251.230,2.5,HFET
306936:6405,852:852,11/22/17 02:47:19,STABLE BEAMS,6500,17576.966,17157.497,2.5,HFET
306936:6405,853:853,11/22/17 02:47:42,STABLE BEAMS,6500,17647.864,16982.321,2.5,HFET
306936:6405,854:854,11/22/17 02:48:06,STABLE BEAMS,6500,17749.548,16575.821,2.5,HFET
306936:6405,855:855,11/22/17 02:48:29,STABLE BEAMS,6500,17608.631,11740.251,2.5,HFET
306936:6405,856:856,11/22/17 02:48:52,STABLE BEAMS,6500,17374.106,16948.424,2.5,HFET
306936:6405,857:857,11/22/17 02:49:16,STABLE BEAMS,6500,17394.676,16967.223,2.5,HFET
306936:6405,858:858,11/22/17 02:49:39,STABLE BEAMS,6500,17572.933,16890.399,2.5,HFET
306936:6405,859:859,11/22/17 02:50:02,STABLE BEAMS,6500,17560.153,17122.733,2.5,HFET
306936:6405,860:860,11/22/17 02:50:26,STABLE BEAMS,6500,17331.403,16663.883,2.5,HFET
306936:6405,861:861,11/22/17 02:50:49,STABLE BEAMS,6500,17437.686,17008.514,2.5,HFET
306936:6405,862:862,11/22/17 02:51:12,STABLE BEAMS,6500,17515.001,17082.028,2.5,HFET
306936:6405,863:863,11/22/17 02:51:36,STABLE BEAMS,6500,17631.349,17196.227,2.5,HFET
306936:6405,864:864,11/22/17 02:51:59,STABLE BEAMS,6500,17629.290,17192.972,2.5,HFET
306936:6405,865:865,11/22/17 02:52:22,STABLE BEAMS,6500,17524.457,17090.003,2.5,HFET
306936:6405,866:866,11/22/17 02:52:45,STABLE BEAMS,6500,17382.113,16965.971,2.5,HFET
306936:6405,867:867,11/22/17 02:53:09,STABLE BEAMS,6500,17271.613,16858.400,2.4,HFET
306936:6405,868:868,11/22/17 02:53:32,STABLE BEAMS,6500,17294.700,16872.628,2.4,HFET
306936:6405,869:869,11/22/17 02:53:55,STABLE BEAMS,6500,17311.715,16823.016,2.4,HFET
306936:6405,870:870,11/22/17 02:54:19,STABLE BEAMS,6500,17329.861,16732.819,2.5,HFET
306936:6405,871:871,11/22/17 02:54:42,STABLE BEAMS,6500,17344.238,16918.273,2.5,HFET
306936:6405,872:872,11/22/17 02:55:05,STABLE BEAMS,6500,17553.166,17114.372,2.5,HFET
306936:6405,873:873,11/22/17 02:55:29,STABLE BEAMS,6500,17442.475,17012.941,2.5,HFET
306936:6405,874:874,11/22/17 02:55:52,STABLE BEAMS,6500,17156.786,16738.371,2.4,HFET
306936:6405,875:875,11/22/17 02:56:15,STABLE BEAMS,6500,17180.773,16764.142,2.4,HFET
306936:6405,876:876,11/22/17 02:56:39,STABLE BEAMS,6500,17312.955,16869.320,2.4,HFET
306936:6405,877:877,11/22/17 02:57:02,STABLE BEAMS,6500,17275.687,16854.364,2.4,HFET
306936:6405,878:878,11/22/17 02:57:25,STABLE BEAMS,6500,17295.278,16876.320,2.4,HFET
306936:6405,879:879,11/22/17 02:57:49,STABLE BEAMS,6500,17311.808,16887.949,2.4,HFET
306936:6405,880:880,11/22/17 02:58:12,STABLE BEAMS,6500,17386.225,16957.641,2.5,HFET
306936:6405,881:881,11/22/17 02:58:35,STABLE BEAMS,6500,17456.576,17025.472,2.5,HFET
306936:6405,882:882,11/22/17 02:58:58,STABLE BEAMS,6500,17401.666,16972.098,2.5,HFET
306936:6405,883:883,11/22/17 02:59:22,STABLE BEAMS,6500,17205.719,16788.001,2.4,HFET
306936:6405,884:884,11/22/17 02:59:45,STABLE BEAMS,6500,17091.965,16679.102,2.4,HFET
306936:6405,885:885,11/22/17 03:00:08,STABLE BEAMS,6500,17390.588,16961.769,2.5,HFET
306936:6405,886:886,11/22/17 03:00:32,STABLE BEAMS,6500,17768.382,17320.911,2.5,HFET
306936:6405,887:887,11/22/17 03:00:55,STABLE BEAMS,6500,17729.843,17302.603,2.5,HFET
306936:6405,888:888,11/22/17 03:01:18,STABLE BEAMS,6500,17808.734,17380.018,2.5,HFET
306936:6405,889:889,11/22/17 03:01:42,STABLE BEAMS,6500,17861.796,17428.896,2.5,HFET
306936:6405,890:890,11/22/17 03:02:05,STABLE BEAMS,6500,17663.695,17242.107,2.5,HFET
306936:6405,891:891,11/22/17 03:02:28,STABLE BEAMS,6500,18247.760,17801.674,2.6,HFET
306936:6405,892:892,11/22/17 03:02:52,STABLE BEAMS,6500,17837.906,17385.713,2.5,HFET
306936:6405,893:893,11/22/17 03:03:15,STABLE BEAMS,6500,17429.814,17015.791,2.5,HFET
306936:6405,894:894,11/22/17 03:03:38,STABLE BEAMS,6500,17490.993,17078.489,2.5,HFET
306936:6405,895:895,11/22/17 03:04:01,STABLE BEAMS,6500,17688.940,17265.984,2.5,HFET
306936:6405,896:896,11/22/17 03:04:25,STABLE BEAMS,6500,17946.629,17511.451,2.5,HFET
306936:6405,897:897,11/22/17 03:04:48,STABLE BEAMS,6500,17353.574,16945.880,2.5,HFET
306936:6405,898:898,11/22/17 03:05:11,STABLE BEAMS,6500,17229.883,16827.945,2.4,HFET
306936:6405,899:899,11/22/17 03:05:35,STABLE BEAMS,6500,17315.823,16912.176,2.4,HFET
306936:6405,900:900,11/22/17 03:05:58,STABLE BEAMS,6500,17372.705,16964.820,2.5,HFET
306936:6405,901:901,11/22/17 03:06:21,STABLE BEAMS,6500,17294.155,16889.899,2.4,HFET
