#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
307044:6413,73:73,11/23/17 23:31:01,STABLE BEAMS,6500,17558.838,17112.842,2.5,HFET
307044:6413,74:74,11/23/17 23:31:25,STABLE BEAMS,6500,17563.905,17114.529,2.5,HFET
307044:6413,75:75,11/23/17 23:31:48,STABLE BEAMS,6500,17603.810,17155.615,2.5,HFET
307044:6413,76:76,11/23/17 23:32:11,STABLE BEAMS,6500,17454.526,17014.714,2.5,HFET
307044:6413,77:77,11/23/17 23:32:35,STABLE BEAMS,6500,16935.167,16533.850,2.4,HFET
307044:6413,78:78,11/23/17 23:32:58,STABLE BEAMS,6500,17668.937,17243.044,2.5,HFET
307044:6413,79:79,11/23/17 23:33:21,STABLE BEAMS,6500,17826.592,14561.802,2.5,HFET
307045:6413,1:1,11/23/17 23:36:23,STABLE BEAMS,6500,17629.940,16949.863,2.5,HFET
307045:6413,2:2,11/23/17 23:36:46,STABLE BEAMS,6500,17812.104,17368.338,2.5,HFET
307045:6413,3:3,11/23/17 23:37:10,STABLE BEAMS,6500,17695.592,17247.347,2.5,HFET
307045:6413,4:4,11/23/17 23:37:33,STABLE BEAMS,6500,17539.029,17097.082,2.5,HFET
307045:6413,5:5,11/23/17 23:37:56,STABLE BEAMS,6500,17487.234,17044.815,2.5,HFET
307045:6413,6:6,11/23/17 23:38:19,STABLE BEAMS,6500,17588.426,17143.597,2.5,HFET
307045:6413,7:7,11/23/17 23:38:43,STABLE BEAMS,6500,17818.915,16864.902,2.5,HFET
307045:6413,8:8,11/23/17 23:39:06,STABLE BEAMS,6500,17695.458,13804.947,2.5,HFET
307045:6413,9:9,11/23/17 23:39:29,STABLE BEAMS,6500,17646.791,17192.650,2.5,HFET
307045:6413,10:10,11/23/17 23:39:53,STABLE BEAMS,6500,17568.807,17126.107,2.5,HFET
307045:6413,11:11,11/23/17 23:40:16,STABLE BEAMS,6500,17406.430,16972.632,2.5,HFET
307045:6413,12:12,11/23/17 23:40:39,STABLE BEAMS,6500,17816.302,17361.966,2.5,HFET
307045:6413,13:13,11/23/17 23:41:03,STABLE BEAMS,6500,17726.158,17275.784,2.5,HFET
307045:6413,14:14,11/23/17 23:41:26,STABLE BEAMS,6500,17471.947,17047.117,2.5,HFET
307045:6413,15:15,11/23/17 23:41:49,STABLE BEAMS,6500,17493.927,17057.288,2.5,HFET
307045:6413,16:16,11/23/17 23:42:13,STABLE BEAMS,6500,17600.478,17154.601,2.5,HFET
307045:6413,17:17,11/23/17 23:42:36,STABLE BEAMS,6500,17666.185,17218.428,2.5,HFET
307045:6413,19:19,11/23/17 23:43:22,STABLE BEAMS,6500,17526.314,17081.244,2.5,HFET
307045:6413,20:20,11/23/17 23:43:46,STABLE BEAMS,6500,17439.296,17001.758,2.5,HFET
307045:6413,21:21,11/23/17 23:44:09,STABLE BEAMS,6500,17424.116,16984.454,2.5,HFET
307045:6413,22:22,11/23/17 23:44:32,STABLE BEAMS,6500,17502.340,17060.036,2.5,HFET
307045:6413,23:23,11/23/17 23:44:56,STABLE BEAMS,6500,17606.346,17160.361,2.5,HFET
307045:6413,24:24,11/23/17 23:45:19,STABLE BEAMS,6500,17605.881,17158.923,2.5,HFET
307045:6413,25:25,11/23/17 23:45:42,STABLE BEAMS,6500,17729.115,17272.429,2.5,HFET
307045:6413,26:26,11/23/17 23:46:06,STABLE BEAMS,6500,17733.381,17282.293,2.5,HFET
307045:6413,27:27,11/23/17 23:46:29,STABLE BEAMS,6500,17642.724,16950.012,2.5,HFET
307045:6413,28:28,11/23/17 23:46:52,STABLE BEAMS,6500,17482.907,17041.197,2.5,HFET
307045:6413,29:29,11/23/17 23:47:16,STABLE BEAMS,6500,17404.673,16959.587,2.5,HFET
307045:6413,30:30,11/23/17 23:47:39,STABLE BEAMS,6500,17479.665,17038.854,2.5,HFET
307045:6413,31:31,11/23/17 23:48:02,STABLE BEAMS,6500,17981.302,17510.246,2.5,HFET
307045:6413,32:32,11/23/17 23:48:26,STABLE BEAMS,6500,17629.664,17178.521,2.5,HFET
307045:6413,33:33,11/23/17 23:48:49,STABLE BEAMS,6500,17607.372,17157.529,2.5,HFET
307045:6413,34:34,11/23/17 23:49:12,STABLE BEAMS,6500,17423.531,16985.334,2.5,HFET
307045:6413,35:35,11/23/17 23:49:35,STABLE BEAMS,6500,18016.241,17575.529,2.5,HFET
307045:6413,36:36,11/23/17 23:49:59,STABLE BEAMS,6500,17912.670,17468.826,2.5,HFET
307045:6413,37:37,11/23/17 23:50:22,STABLE BEAMS,6500,17842.687,17408.874,2.5,HFET
307045:6413,38:38,11/23/17 23:50:45,STABLE BEAMS,6500,17641.699,17187.435,2.5,HFET
307045:6413,39:39,11/23/17 23:51:09,STABLE BEAMS,6500,17840.564,17405.069,2.5,HFET
307045:6413,40:40,11/23/17 23:51:32,STABLE BEAMS,6500,17857.770,17418.867,2.5,HFET
307045:6413,41:41,11/23/17 23:51:55,STABLE BEAMS,6500,17775.296,17343.787,2.5,HFET
307045:6413,42:42,11/23/17 23:52:19,STABLE BEAMS,6500,17802.800,17368.974,2.5,HFET
307045:6413,43:43,11/23/17 23:52:42,STABLE BEAMS,6500,17726.022,17294.979,2.5,HFET
307045:6413,44:44,11/23/17 23:53:05,STABLE BEAMS,6500,17733.610,17290.941,2.5,HFET
307045:6413,45:45,11/23/17 23:53:29,STABLE BEAMS,6500,17569.008,17125.164,2.5,HFET
307045:6413,46:46,11/23/17 23:53:52,STABLE BEAMS,6500,17421.970,6465.884,2.5,HFET
307047:6413,1:1,11/24/17 00:30:45,STABLE BEAMS,6500,17691.658,17010.689,2.5,HFET
307047:6413,2:2,11/24/17 00:31:08,STABLE BEAMS,6500,17830.373,16884.327,2.5,HFET
307047:6413,3:3,11/24/17 00:31:32,STABLE BEAMS,6500,17860.618,17396.115,2.5,HFET
307047:6413,4:4,11/24/17 00:31:55,STABLE BEAMS,6500,17710.825,17255.596,2.5,HFET
307047:6413,5:5,11/24/17 00:32:18,STABLE BEAMS,6500,17756.238,17293.819,2.5,HFET
307047:6413,6:6,11/24/17 00:32:42,STABLE BEAMS,6500,17979.748,17498.899,2.5,HFET
307047:6413,7:7,11/24/17 00:33:05,STABLE BEAMS,6500,18045.649,17563.089,2.6,HFET
307047:6413,8:8,11/24/17 00:33:28,STABLE BEAMS,6500,17688.734,17231.536,2.5,HFET
307047:6413,9:9,11/24/17 00:33:52,STABLE BEAMS,6500,17668.932,17218.270,2.5,HFET
307047:6413,10:10,11/24/17 00:34:15,STABLE BEAMS,6500,17819.446,17337.283,2.5,HFET
307047:6413,11:11,11/24/17 00:34:38,STABLE BEAMS,6500,17880.841,17414.429,2.5,HFET
307047:6413,12:12,11/24/17 00:35:01,STABLE BEAMS,6500,17618.678,17171.236,2.5,HFET
307047:6413,13:13,11/24/17 00:35:25,STABLE BEAMS,6500,17412.098,16950.271,2.5,HFET
307047:6413,14:14,11/24/17 00:35:48,STABLE BEAMS,6500,17366.258,16949.785,2.5,HFET
307047:6413,15:15,11/24/17 00:36:11,STABLE BEAMS,6500,17521.503,17081.958,2.5,HFET
307047:6413,16:16,11/24/17 00:36:35,STABLE BEAMS,6500,17536.364,17095.212,2.5,HFET
307047:6413,17:17,11/24/17 00:36:58,STABLE BEAMS,6500,17360.917,16926.657,2.5,HFET
307047:6413,18:18,11/24/17 00:37:21,STABLE BEAMS,6500,17283.276,16851.902,2.4,HFET
307047:6413,19:19,11/24/17 00:37:45,STABLE BEAMS,6500,17235.627,16809.795,2.4,HFET
307047:6413,20:20,11/24/17 00:38:08,STABLE BEAMS,6500,17342.833,16909.764,2.5,HFET
307047:6413,21:21,11/24/17 00:38:31,STABLE BEAMS,6500,17381.673,16951.141,2.5,HFET
307047:6413,22:22,11/24/17 00:38:55,STABLE BEAMS,6500,17197.826,16773.605,2.4,HFET
307047:6413,23:23,11/24/17 00:39:18,STABLE BEAMS,6500,17242.617,16812.519,2.4,HFET
307047:6413,24:24,11/24/17 00:39:41,STABLE BEAMS,6500,17288.644,16855.373,2.4,HFET
307047:6413,25:25,11/24/17 00:40:04,STABLE BEAMS,6500,17351.299,16913.322,2.5,HFET
307047:6413,26:26,11/24/17 00:40:28,STABLE BEAMS,6500,17227.204,16799.253,2.4,HFET
307047:6413,27:27,11/24/17 00:40:51,STABLE BEAMS,6500,17243.542,16816.395,2.4,HFET
307047:6413,28:28,11/24/17 00:41:14,STABLE BEAMS,6500,18535.225,18035.399,2.6,HFET
307047:6413,29:29,11/24/17 00:41:38,STABLE BEAMS,6500,18131.162,17649.691,2.6,HFET
307047:6413,30:30,11/24/17 00:42:01,STABLE BEAMS,6500,18030.658,17557.829,2.6,HFET
307047:6413,31:31,11/24/17 00:42:24,STABLE BEAMS,6500,17896.051,17435.312,2.5,HFET
307047:6413,32:32,11/24/17 00:42:48,STABLE BEAMS,6500,17787.295,17330.995,2.5,HFET
307047:6413,33:33,11/24/17 00:43:11,STABLE BEAMS,6500,17706.183,17251.099,2.5,HFET
307047:6413,34:34,11/24/17 00:43:34,STABLE BEAMS,6500,17824.886,17374.081,2.5,HFET
307047:6413,35:35,11/24/17 00:43:58,STABLE BEAMS,6500,17996.930,17557.449,2.5,HFET
307047:6413,36:36,11/24/17 00:44:21,STABLE BEAMS,6500,17906.848,17470.217,2.5,HFET
307047:6413,37:37,11/24/17 00:44:44,STABLE BEAMS,6500,17831.894,17398.253,2.5,HFET
307047:6413,38:38,11/24/17 00:45:07,STABLE BEAMS,6500,17756.279,17324.752,2.5,HFET
307047:6413,39:39,11/24/17 00:45:31,STABLE BEAMS,6500,17753.367,17322.908,2.5,HFET
307047:6413,40:40,11/24/17 00:45:54,STABLE BEAMS,6500,17826.510,17394.147,2.5,HFET
307047:6413,41:41,11/24/17 00:46:17,STABLE BEAMS,6500,17794.352,17112.274,2.5,HFET
307047:6413,42:42,11/24/17 00:46:41,STABLE BEAMS,6500,17656.785,17231.650,2.5,HFET
307047:6413,43:43,11/24/17 00:47:04,STABLE BEAMS,6500,17680.233,17255.540,2.5,HFET
307047:6413,44:44,11/24/17 00:47:27,STABLE BEAMS,6500,17898.749,17448.707,2.5,HFET
307047:6413,45:45,11/24/17 00:47:51,STABLE BEAMS,6500,17896.102,17434.701,2.5,HFET
307047:6413,46:46,11/24/17 00:48:14,STABLE BEAMS,6500,17908.215,13975.393,2.5,HFET
307047:6413,47:47,11/24/17 00:48:37,STABLE BEAMS,6500,17949.255,17483.327,2.5,HFET
307047:6413,48:48,11/24/17 00:49:01,STABLE BEAMS,6500,17886.220,17424.291,2.5,HFET
307047:6413,49:49,11/24/17 00:49:24,STABLE BEAMS,6500,18051.299,17326.551,2.6,HFET
307047:6413,50:50,11/24/17 00:49:47,STABLE BEAMS,6500,17716.166,17261.396,2.5,HFET
307047:6413,51:51,11/24/17 00:50:11,STABLE BEAMS,6500,17489.257,17048.086,2.5,HFET
307047:6413,52:52,11/24/17 00:50:34,STABLE BEAMS,6500,17440.750,17002.647,2.5,HFET
307047:6413,53:53,11/24/17 00:50:57,STABLE BEAMS,6500,17427.972,16992.773,2.5,HFET
307047:6413,54:54,11/24/17 00:51:20,STABLE BEAMS,6500,17559.886,17118.361,2.5,HFET
307047:6413,55:55,11/24/17 00:51:44,STABLE BEAMS,6500,17531.491,17081.552,2.5,HFET
307047:6413,56:56,11/24/17 00:52:07,STABLE BEAMS,6500,17340.422,16924.387,2.5,HFET
307047:6413,57:57,11/24/17 00:52:30,STABLE BEAMS,6500,17455.822,17019.576,2.5,HFET
307047:6413,58:58,11/24/17 00:52:54,STABLE BEAMS,6500,17658.244,17209.274,2.5,HFET
307047:6413,59:59,11/24/17 00:53:17,STABLE BEAMS,6500,17728.646,17277.061,2.5,HFET
307047:6413,60:60,11/24/17 00:53:40,STABLE BEAMS,6500,17568.369,17123.684,2.5,HFET
307047:6413,61:61,11/24/17 00:54:04,STABLE BEAMS,6500,17454.866,17019.399,2.5,HFET
307047:6413,62:62,11/24/17 00:54:27,STABLE BEAMS,6500,17192.443,16765.940,2.4,HFET
307047:6413,63:63,11/24/17 00:54:50,STABLE BEAMS,6500,17016.522,16603.594,2.4,HFET
307047:6413,64:64,11/24/17 00:55:14,STABLE BEAMS,6500,17677.034,17226.485,2.5,HFET
307047:6413,65:65,11/24/17 00:55:37,STABLE BEAMS,6500,17751.088,17301.366,2.5,HFET
307047:6413,66:66,11/24/17 00:56:00,STABLE BEAMS,6500,17780.334,17325.296,2.5,HFET
307047:6413,67:67,11/24/17 00:56:24,STABLE BEAMS,6500,17954.603,17488.479,2.5,HFET
307047:6413,68:68,11/24/17 00:56:47,STABLE BEAMS,6500,17997.477,17531.790,2.5,HFET
307047:6413,69:69,11/24/17 00:57:10,STABLE BEAMS,6500,17878.253,17419.305,2.5,HFET
307047:6413,70:70,11/24/17 00:57:34,STABLE BEAMS,6500,17990.617,17520.075,2.5,HFET
307047:6413,71:71,11/24/17 00:57:57,STABLE BEAMS,6500,18038.460,17566.715,2.6,HFET
307047:6413,72:72,11/24/17 00:58:20,STABLE BEAMS,6500,17709.802,17254.913,2.5,HFET
307047:6413,73:73,11/24/17 00:58:43,STABLE BEAMS,6500,17417.939,16983.644,2.5,HFET
307047:6413,74:74,11/24/17 00:59:07,STABLE BEAMS,6500,17450.679,17007.219,2.5,HFET
307047:6413,75:75,11/24/17 00:59:30,STABLE BEAMS,6500,17559.182,17115.309,2.5,HFET
307047:6413,76:76,11/24/17 00:59:53,STABLE BEAMS,6500,17605.852,17166.509,2.5,HFET
307047:6413,77:77,11/24/17 01:00:17,STABLE BEAMS,6500,17662.559,17239.369,2.5,HFET
307047:6413,78:78,11/24/17 01:00:40,STABLE BEAMS,6500,17661.825,16686.032,2.5,HFET
307047:6413,79:79,11/24/17 01:01:03,STABLE BEAMS,6500,17603.830,16930.807,2.5,HFET
307047:6413,80:80,11/24/17 01:01:27,STABLE BEAMS,6500,17458.868,17041.886,2.5,HFET
307047:6413,81:81,11/24/17 01:01:50,STABLE BEAMS,6500,17602.294,17180.058,2.5,HFET
307047:6413,82:82,11/24/17 01:02:13,STABLE BEAMS,6500,17614.284,17192.129,2.5,HFET
307047:6413,83:83,11/24/17 01:02:36,STABLE BEAMS,6500,17626.453,17175.935,2.5,HFET
307047:6413,84:84,11/24/17 01:03:00,STABLE BEAMS,6500,17600.147,17177.986,2.5,HFET
307047:6413,85:85,11/24/17 01:03:23,STABLE BEAMS,6500,17682.889,17011.603,2.5,HFET
307047:6413,86:86,11/24/17 01:03:46,STABLE BEAMS,6500,17724.999,17297.355,2.5,HFET
307047:6413,87:87,11/24/17 01:04:10,STABLE BEAMS,6500,17538.599,16872.450,2.5,HFET
307047:6413,88:88,11/24/17 01:04:33,STABLE BEAMS,6500,17560.129,17137.388,2.5,HFET
307047:6413,89:89,11/24/17 01:04:56,STABLE BEAMS,6500,17642.646,17219.700,2.5,HFET
307047:6413,90:90,11/24/17 01:05:20,STABLE BEAMS,6500,17757.899,17327.673,2.5,HFET
307047:6413,91:91,11/24/17 01:05:43,STABLE BEAMS,6500,17640.697,17215.164,2.5,HFET
307047:6413,92:92,11/24/17 01:06:06,STABLE BEAMS,6500,17696.800,17271.847,2.5,HFET
307047:6413,93:93,11/24/17 01:06:30,STABLE BEAMS,6500,17610.005,17186.189,2.5,HFET
307047:6413,94:94,11/24/17 01:06:53,STABLE BEAMS,6500,17508.009,17087.985,2.5,HFET
307047:6413,95:95,11/24/17 01:07:16,STABLE BEAMS,6500,17766.099,17336.435,2.5,HFET
307047:6413,96:96,11/24/17 01:07:40,STABLE BEAMS,6500,17787.075,17355.790,2.5,HFET
307047:6413,97:97,11/24/17 01:08:03,STABLE BEAMS,6500,17654.484,17230.441,2.5,HFET
307047:6413,98:98,11/24/17 01:08:26,STABLE BEAMS,6500,17524.945,17104.736,2.5,HFET
307047:6413,99:99,11/24/17 01:08:50,STABLE BEAMS,6500,17507.527,17085.821,2.5,HFET
307047:6413,100:100,11/24/17 01:09:13,STABLE BEAMS,6500,17509.589,17088.495,2.5,HFET
307047:6413,101:101,11/24/17 01:09:36,STABLE BEAMS,6500,17622.777,17199.351,2.5,HFET
307047:6413,102:102,11/24/17 01:09:59,STABLE BEAMS,6500,17522.310,17102.066,2.5,HFET
307047:6413,103:103,11/24/17 01:10:23,STABLE BEAMS,6500,17528.484,17108.130,2.5,HFET
307047:6413,104:104,11/24/17 01:10:46,STABLE BEAMS,6500,17614.498,17192.447,2.5,HFET
307047:6413,105:105,11/24/17 01:11:09,STABLE BEAMS,6500,17457.606,17042.052,2.5,HFET
307047:6413,106:106,11/24/17 01:11:33,STABLE BEAMS,6500,17838.481,17404.588,2.5,HFET
307047:6413,107:107,11/24/17 01:11:56,STABLE BEAMS,6500,17820.302,17388.174,2.5,HFET
307047:6413,108:108,11/24/17 01:12:19,STABLE BEAMS,6500,17705.034,17275.165,2.5,HFET
307047:6413,109:109,11/24/17 01:12:43,STABLE BEAMS,6500,17767.997,17335.395,2.5,HFET
307047:6413,110:110,11/24/17 01:13:06,STABLE BEAMS,6500,17751.857,17322.235,2.5,HFET
307047:6413,111:111,11/24/17 01:13:29,STABLE BEAMS,6500,17668.903,17242.255,2.5,HFET
307047:6413,112:112,11/24/17 01:13:53,STABLE BEAMS,6500,17665.503,17239.324,2.5,HFET
307047:6413,113:113,11/24/17 01:14:16,STABLE BEAMS,6500,17479.854,17062.570,2.5,HFET
307047:6413,114:114,11/24/17 01:14:39,STABLE BEAMS,6500,18104.175,17658.744,2.6,HFET
307047:6413,115:115,11/24/17 01:15:03,STABLE BEAMS,6500,17907.984,17471.981,2.5,HFET
307047:6413,116:116,11/24/17 01:15:26,STABLE BEAMS,6500,17540.594,17119.919,2.5,HFET
307047:6413,117:117,11/24/17 01:15:49,STABLE BEAMS,6500,17925.817,17489.520,2.5,HFET
307047:6413,118:118,11/24/17 01:16:12,STABLE BEAMS,6500,17683.971,17245.320,2.5,HFET
307047:6413,119:119,11/24/17 01:16:36,STABLE BEAMS,6500,17270.632,16841.870,2.4,HFET
307047:6413,120:120,11/24/17 01:16:59,STABLE BEAMS,6500,17519.530,17078.518,2.5,HFET
307047:6413,121:121,11/24/17 01:17:22,STABLE BEAMS,6500,17141.731,16723.176,2.4,HFET
307047:6413,122:122,11/24/17 01:17:46,STABLE BEAMS,6500,17485.248,17023.464,2.5,HFET
307047:6413,123:123,11/24/17 01:18:09,STABLE BEAMS,6500,18088.732,17617.180,2.6,HFET
307047:6413,124:124,11/24/17 01:18:32,STABLE BEAMS,6500,17365.686,16932.234,2.5,HFET
307047:6413,125:125,11/24/17 01:18:56,STABLE BEAMS,6500,17190.499,16764.734,2.4,HFET
307047:6413,126:126,11/24/17 01:19:19,STABLE BEAMS,6500,17371.752,16912.128,2.5,HFET
307047:6413,127:127,11/24/17 01:19:42,STABLE BEAMS,6500,17149.439,16728.576,2.4,HFET
307047:6413,128:128,11/24/17 01:20:06,STABLE BEAMS,6500,17373.011,16937.944,2.5,HFET
307047:6413,129:129,11/24/17 01:20:29,STABLE BEAMS,6500,17405.130,16970.293,2.5,HFET
307047:6413,130:130,11/24/17 01:20:52,STABLE BEAMS,6500,17802.031,17366.533,2.5,HFET
307047:6413,131:131,11/24/17 01:21:15,STABLE BEAMS,6500,17728.686,17274.691,2.5,HFET
307047:6413,132:132,11/24/17 01:21:39,STABLE BEAMS,6500,17913.403,17453.689,2.5,HFET
307047:6413,133:133,11/24/17 01:22:02,STABLE BEAMS,6500,17539.442,17100.284,2.5,HFET
307047:6413,134:134,11/24/17 01:22:25,STABLE BEAMS,6500,17288.513,16838.582,2.4,HFET
307047:6413,135:135,11/24/17 01:22:49,STABLE BEAMS,6500,17840.864,17384.036,2.5,HFET
307047:6413,136:136,11/24/17 01:23:12,STABLE BEAMS,6500,17822.540,17364.362,2.5,HFET
307047:6413,137:137,11/24/17 01:23:35,STABLE BEAMS,6500,17572.917,17130.471,2.5,HFET
307047:6413,138:138,11/24/17 01:23:59,STABLE BEAMS,6500,17638.120,17194.017,2.5,HFET
307047:6413,139:139,11/24/17 01:24:22,STABLE BEAMS,6500,17521.331,17080.274,2.5,HFET
307047:6413,140:140,11/24/17 01:24:45,STABLE BEAMS,6500,17351.181,16920.567,2.5,HFET
307047:6413,141:141,11/24/17 01:25:09,STABLE BEAMS,6500,17746.734,17292.946,2.5,HFET
307047:6413,142:142,11/24/17 01:25:32,STABLE BEAMS,6500,17668.110,17220.649,2.5,HFET
307047:6413,143:143,11/24/17 01:25:55,STABLE BEAMS,6500,17387.781,16952.418,2.5,HFET
307047:6413,144:144,11/24/17 01:26:18,STABLE BEAMS,6500,17479.637,17039.222,2.5,HFET
307047:6413,145:145,11/24/17 01:26:42,STABLE BEAMS,6500,17503.468,17063.596,2.5,HFET
307047:6413,146:146,11/24/17 01:27:05,STABLE BEAMS,6500,17631.782,17182.960,2.5,HFET
307047:6413,147:147,11/24/17 01:27:28,STABLE BEAMS,6500,17700.471,17245.428,2.5,HFET
307047:6413,148:148,11/24/17 01:27:52,STABLE BEAMS,6500,17431.509,16989.773,2.5,HFET
307047:6413,149:149,11/24/17 01:28:15,STABLE BEAMS,6500,17610.467,16668.511,2.5,HFET
307047:6413,150:150,11/24/17 01:28:38,STABLE BEAMS,6500,17844.211,17395.823,2.5,HFET
307047:6413,151:151,11/24/17 01:29:02,STABLE BEAMS,6500,17953.639,17517.425,2.5,HFET
307047:6413,152:152,11/24/17 01:29:25,STABLE BEAMS,6500,17577.033,17155.001,2.5,HFET
307047:6413,153:153,11/24/17 01:29:48,STABLE BEAMS,6500,17530.584,17110.958,2.5,HFET
307047:6413,154:154,11/24/17 01:30:12,STABLE BEAMS,6500,17627.406,17199.723,2.5,HFET
307047:6413,155:155,11/24/17 01:30:35,STABLE BEAMS,6500,17529.703,16865.502,2.5,HFET
307047:6413,156:156,11/24/17 01:30:58,STABLE BEAMS,6500,17514.088,17072.646,2.5,HFET
307047:6413,157:157,11/24/17 01:31:22,STABLE BEAMS,6500,17535.281,17116.235,2.5,HFET
307047:6413,158:158,11/24/17 01:31:45,STABLE BEAMS,6500,17512.081,16845.311,2.5,HFET
307047:6413,159:159,11/24/17 01:32:08,STABLE BEAMS,6500,17573.685,17152.268,2.5,HFET
307047:6413,160:160,11/24/17 01:32:31,STABLE BEAMS,6500,17609.317,17166.427,2.5,HFET
307047:6413,161:161,11/24/17 01:32:55,STABLE BEAMS,6500,17247.287,16819.751,2.4,HFET
307047:6413,162:162,11/24/17 01:33:18,STABLE BEAMS,6500,17187.283,16762.945,2.4,HFET
307047:6413,163:163,11/24/17 01:33:41,STABLE BEAMS,6500,18231.199,17751.690,2.6,HFET
307047:6413,164:164,11/24/17 01:34:05,STABLE BEAMS,6500,17895.049,17432.544,2.5,HFET
307047:6413,165:165,11/24/17 01:34:28,STABLE BEAMS,6500,17685.111,17231.697,2.5,HFET
307047:6413,166:166,11/24/17 01:34:51,STABLE BEAMS,6500,17658.783,17207.269,2.5,HFET
307047:6413,167:167,11/24/17 01:35:15,STABLE BEAMS,6500,17425.842,16985.541,2.5,HFET
307047:6413,168:168,11/24/17 01:35:38,STABLE BEAMS,6500,17183.952,16757.692,2.4,HFET
307047:6413,169:169,11/24/17 01:36:01,STABLE BEAMS,6500,17400.518,16964.719,2.5,HFET
307047:6413,170:170,11/24/17 01:36:25,STABLE BEAMS,6500,17398.158,16960.362,2.5,HFET
307047:6413,171:171,11/24/17 01:36:48,STABLE BEAMS,6500,17238.133,16812.064,2.4,HFET
307047:6413,172:172,11/24/17 01:37:11,STABLE BEAMS,6500,17449.666,17025.208,2.5,HFET
307047:6413,173:173,11/24/17 01:37:35,STABLE BEAMS,6500,17391.414,16957.952,2.5,HFET
307047:6413,174:174,11/24/17 01:37:58,STABLE BEAMS,6500,17197.947,16773.957,2.4,HFET
307047:6413,175:175,11/24/17 01:38:21,STABLE BEAMS,6500,17192.138,16767.788,2.4,HFET
307047:6413,176:176,11/24/17 01:38:44,STABLE BEAMS,6500,17278.541,16847.066,2.4,HFET
307047:6413,177:177,11/24/17 01:39:08,STABLE BEAMS,6500,17289.189,16859.213,2.4,HFET
307047:6413,178:178,11/24/17 01:39:31,STABLE BEAMS,6500,17499.895,17060.050,2.5,HFET
307047:6413,179:179,11/24/17 01:39:54,STABLE BEAMS,6500,17434.105,16996.471,2.5,HFET
307047:6413,180:180,11/24/17 01:40:18,STABLE BEAMS,6500,17321.943,16866.864,2.5,HFET
307047:6413,181:181,11/24/17 01:40:41,STABLE BEAMS,6500,17243.062,16817.237,2.4,HFET
307047:6413,182:182,11/24/17 01:41:04,STABLE BEAMS,6500,17347.577,16914.386,2.5,HFET
307047:6413,183:183,11/24/17 01:41:28,STABLE BEAMS,6500,17510.475,17068.697,2.5,HFET
307047:6413,184:184,11/24/17 01:41:51,STABLE BEAMS,6500,17588.558,16904.783,2.5,HFET
307047:6413,185:185,11/24/17 01:42:14,STABLE BEAMS,6500,17395.330,16958.924,2.5,HFET
307047:6413,186:186,11/24/17 01:42:38,STABLE BEAMS,6500,17098.115,16673.864,2.4,HFET
307047:6413,187:187,11/24/17 01:43:01,STABLE BEAMS,6500,17606.181,17161.134,2.5,HFET
307047:6413,188:188,11/24/17 01:43:24,STABLE BEAMS,6500,17964.258,17496.652,2.5,HFET
307047:6413,189:189,11/24/17 01:43:47,STABLE BEAMS,6500,17715.130,17264.287,2.5,HFET
307047:6413,190:190,11/24/17 01:44:11,STABLE BEAMS,6500,17699.020,17248.590,2.5,HFET
307047:6413,191:191,11/24/17 01:44:34,STABLE BEAMS,6500,17335.596,16903.011,2.5,HFET
307047:6413,192:192,11/24/17 01:44:57,STABLE BEAMS,6500,17252.642,16841.159,2.4,HFET
307047:6413,193:193,11/24/17 01:45:21,STABLE BEAMS,6500,17848.589,17417.093,2.5,HFET
307047:6413,194:194,11/24/17 01:45:44,STABLE BEAMS,6500,17591.441,17170.837,2.5,HFET
307047:6413,195:195,11/24/17 01:46:07,STABLE BEAMS,6500,17313.489,16904.692,2.4,HFET
307047:6413,196:196,11/24/17 01:46:31,STABLE BEAMS,6500,17480.432,17064.556,2.5,HFET
307047:6413,197:197,11/24/17 01:46:54,STABLE BEAMS,6500,17556.167,17137.850,2.5,HFET
307047:6413,198:198,11/24/17 01:47:17,STABLE BEAMS,6500,17536.004,17117.587,2.5,HFET
307047:6413,199:199,11/24/17 01:47:41,STABLE BEAMS,6500,17451.720,17037.013,2.5,HFET
307047:6413,200:200,11/24/17 01:48:04,STABLE BEAMS,6500,17439.017,17024.912,2.5,HFET
307047:6413,201:201,11/24/17 01:48:27,STABLE BEAMS,6500,17538.322,17118.686,2.5,HFET
307047:6413,202:202,11/24/17 01:48:51,STABLE BEAMS,6500,17562.845,17144.839,2.5,HFET
307047:6413,203:203,11/24/17 01:49:14,STABLE BEAMS,6500,17653.426,17229.100,2.5,HFET
307047:6413,204:204,11/24/17 01:49:37,STABLE BEAMS,6500,17933.694,17493.019,2.5,HFET
307047:6413,205:205,11/24/17 01:50:00,STABLE BEAMS,6500,17896.169,17461.662,2.5,HFET
307047:6413,206:206,11/24/17 01:50:24,STABLE BEAMS,6500,18028.455,17581.383,2.6,HFET
307047:6413,207:207,11/24/17 01:50:47,STABLE BEAMS,6500,17682.459,17255.939,2.5,HFET
307047:6413,208:208,11/24/17 01:51:10,STABLE BEAMS,6500,17820.286,17387.459,2.5,HFET
307047:6413,209:209,11/24/17 01:51:34,STABLE BEAMS,6500,17579.263,17159.206,2.5,HFET
307047:6413,210:210,11/24/17 01:51:57,STABLE BEAMS,6500,17622.919,17200.738,2.5,HFET
